codepoint,character,unicode_name,category,occurrence_count,resource_classes,is_han,is_ascii,is_kana,is_punctuation,is_symbol,selector_requirement
U+8D5A,赚,CJK UNIFIED IDEOGRAPH-8D5A,Lo,31,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D5B,赛,CJK UNIFIED IDEOGRAPH-8D5B,Lo,48,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D5D,赝,CJK UNIFIED IDEOGRAPH-8D5D,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D5E,赞,CJK UNIFIED IDEOGRAPH-8D5E,Lo,23,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D60,赠,CJK UNIFIED IDEOGRAPH-8D60,Lo,13,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D62,赢,CJK UNIFIED IDEOGRAPH-8D62,Lo,138,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D64,赤,CJK UNIFIED IDEOGRAPH-8D64,Lo,4,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D6B,赫,CJK UNIFIED IDEOGRAPH-8D6B,Lo,7,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D70,走,CJK UNIFIED IDEOGRAPH-8D70,Lo,529,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D74,赴,CJK UNIFIED IDEOGRAPH-8D74,Lo,9,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D76,赶,CJK UNIFIED IDEOGRAPH-8D76,Lo,132,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D77,起,CJK UNIFIED IDEOGRAPH-8D77,Lo,1052,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D81,趁,CJK UNIFIED IDEOGRAPH-8D81,Lo,35,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D85,超,CJK UNIFIED IDEOGRAPH-8D85,Lo,427,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D8A,越,CJK UNIFIED IDEOGRAPH-8D8A,Lo,521,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D9F,趟,CJK UNIFIED IDEOGRAPH-8D9F,Lo,3,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DA3,趣,CJK UNIFIED IDEOGRAPH-8DA3,Lo,146,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DB3,足,CJK UNIFIED IDEOGRAPH-8DB3,Lo,439,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DB4,趴,CJK UNIFIED IDEOGRAPH-8DB4,Lo,176,OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DC3,跃,CJK UNIFIED IDEOGRAPH-8DC3,Lo,15,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DCC,跌,CJK UNIFIED IDEOGRAPH-8DCC,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DD1,跑,CJK UNIFIED IDEOGRAPH-8DD1,Lo,264,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DDD,距,CJK UNIFIED IDEOGRAPH-8DDD,Lo,266,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DDF,跟,CJK UNIFIED IDEOGRAPH-8DDF,Lo,338,BRIEFING_NBE | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DE8,跨,CJK UNIFIED IDEOGRAPH-8DE8,Lo,8,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DEF,路,CJK UNIFIED IDEOGRAPH-8DEF,Lo,323,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DF3,跳,CJK UNIFIED IDEOGRAPH-8DF3,Lo,179,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DF5,践,CJK UNIFIED IDEOGRAPH-8DF5,Lo,53,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8DF7,跷,CJK UNIFIED IDEOGRAPH-8DF7,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E0F,踏,CJK UNIFIED IDEOGRAPH-8E0F,Lo,72,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E1E,踞,CJK UNIFIED IDEOGRAPH-8E1E,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E22,踢,CJK UNIFIED IDEOGRAPH-8E22,Lo,15,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E29,踩,CJK UNIFIED IDEOGRAPH-8E29,Lo,10,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E2A,踪,CJK UNIFIED IDEOGRAPH-8E2A,Lo,221,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E48,蹈,CJK UNIFIED IDEOGRAPH-8E48,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E4A,蹊,CJK UNIFIED IDEOGRAPH-8E4A,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E51,蹑,CJK UNIFIED IDEOGRAPH-8E51,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E6C,蹬,CJK UNIFIED IDEOGRAPH-8E6C,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E6D,蹭,CJK UNIFIED IDEOGRAPH-8E6D,Lo,5,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8E72,蹲,CJK UNIFIED IDEOGRAPH-8E72,Lo,106,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8EAB,身,CJK UNIFIED IDEOGRAPH-8EAB,Lo,647,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8EAF,躯,CJK UNIFIED IDEOGRAPH-8EAF,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8EB2,躲,CJK UNIFIED IDEOGRAPH-8EB2,Lo,208,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8EBA,躺,CJK UNIFIED IDEOGRAPH-8EBA,Lo,7,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F66,车,CJK UNIFIED IDEOGRAPH-8F66,Lo,1354,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F68,轨,CJK UNIFIED IDEOGRAPH-8F68,Lo,98,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F6C,转,CJK UNIFIED IDEOGRAPH-8F6C,Lo,444,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F6E,轮,CJK UNIFIED IDEOGRAPH-8F6E,Lo,118,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F6F,软,CJK UNIFIED IDEOGRAPH-8F6F,Lo,6,SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F70,轰,CJK UNIFIED IDEOGRAPH-8F70,Lo,241,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F74,轴,CJK UNIFIED IDEOGRAPH-8F74,Lo,3,BRIEFING_NBE | LOOSE_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F7B,轻,CJK UNIFIED IDEOGRAPH-8F7B,Lo,681,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F7D,载,CJK UNIFIED IDEOGRAPH-8F7D,Lo,1153,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F7F,轿,CJK UNIFIED IDEOGRAPH-8F7F,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F83,较,CJK UNIFIED IDEOGRAPH-8F83,Lo,377,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F85,辅,CJK UNIFIED IDEOGRAPH-8F85,Lo,19,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F86,辆,CJK UNIFIED IDEOGRAPH-8F86,Lo,330,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F88,辈,CJK UNIFIED IDEOGRAPH-8F88,Lo,3,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F89,辉,CJK UNIFIED IDEOGRAPH-8F89,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F90,辐,CJK UNIFIED IDEOGRAPH-8F90,Lo,16,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F91,辑,CJK UNIFIED IDEOGRAPH-8F91,Lo,177,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F93,输,CJK UNIFIED IDEOGRAPH-8F93,Lo,408,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F96,辖,CJK UNIFIED IDEOGRAPH-8F96,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F97,辗,CJK UNIFIED IDEOGRAPH-8F97,Lo,5,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F9B,辛,CJK UNIFIED IDEOGRAPH-8F9B,Lo,101,BRIEFING_NBE | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F9C,辜,CJK UNIFIED IDEOGRAPH-8F9C,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F9E,辞,CJK UNIFIED IDEOGRAPH-8F9E,Lo,2,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8F9F,辟,CJK UNIFIED IDEOGRAPH-8F9F,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FA3,辣,CJK UNIFIED IDEOGRAPH-8FA3,Lo,16,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FA8,辨,CJK UNIFIED IDEOGRAPH-8FA8,Lo,8,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FA9,辩,CJK UNIFIED IDEOGRAPH-8FA9,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FB1,辱,CJK UNIFIED IDEOGRAPH-8FB1,Lo,7,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FB9,边,CJK UNIFIED IDEOGRAPH-8FB9,Lo,2134,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FBE,达,CJK UNIFIED IDEOGRAPH-8FBE,Lo,932,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FC1,迁,CJK UNIFIED IDEOGRAPH-8FC1,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FC2,迂,CJK UNIFIED IDEOGRAPH-8FC2,Lo,2,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FC4,迄,CJK UNIFIED IDEOGRAPH-8FC4,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FC5,迅,CJK UNIFIED IDEOGRAPH-8FC5,Lo,25,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FC7,过,CJK UNIFIED IDEOGRAPH-8FC7,Lo,3669,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FC8,迈,CJK UNIFIED IDEOGRAPH-8FC8,Lo,44,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FCE,迎,CJK UNIFIED IDEOGRAPH-8FCE,Lo,212,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FD0,运,CJK UNIFIED IDEOGRAPH-8FD0,Lo,502,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FD1,近,CJK UNIFIED IDEOGRAPH-8FD1,Lo,1041,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FD4,返,CJK UNIFIED IDEOGRAPH-8FD4,Lo,490,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FD8,还,CJK UNIFIED IDEOGRAPH-8FD8,Lo,1936,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FD9,这,CJK UNIFIED IDEOGRAPH-8FD9,Lo,4517,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FDB,进,CJK UNIFIED IDEOGRAPH-8FDB,Lo,2588,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FDC,远,CJK UNIFIED IDEOGRAPH-8FDC,Lo,392,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FDD,违,CJK UNIFIED IDEOGRAPH-8FDD,Lo,9,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FDE,连,CJK UNIFIED IDEOGRAPH-8FDE,Lo,865,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FDF,迟,CJK UNIFIED IDEOGRAPH-8FDF,Lo,23,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FE2,迢,CJK UNIFIED IDEOGRAPH-8FE2,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FEA,迪,CJK UNIFIED IDEOGRAPH-8FEA,Lo,244,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FEB,迫,CJK UNIFIED IDEOGRAPH-8FEB,Lo,84,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FED,迭,CJK UNIFIED IDEOGRAPH-8FED,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FF0,述,CJK UNIFIED IDEOGRAPH-8FF0,Lo,17,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FF7,迷,CJK UNIFIED IDEOGRAPH-8FF7,Lo,1053,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FF8,迸,CJK UNIFIED IDEOGRAPH-8FF8,Lo,1,STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FF9,迹,CJK UNIFIED IDEOGRAPH-8FF9,Lo,174,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8FFD,追,CJK UNIFIED IDEOGRAPH-8FFD,Lo,406,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9000,退,CJK UNIFIED IDEOGRAPH-9000,Lo,209,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9001,送,CJK UNIFIED IDEOGRAPH-9001,Lo,322,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9002,适,CJK UNIFIED IDEOGRAPH-9002,Lo,183,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9003,逃,CJK UNIFIED IDEOGRAPH-9003,Lo,551,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9005,逅,CJK UNIFIED IDEOGRAPH-9005,Lo,16,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9006,逆,CJK UNIFIED IDEOGRAPH-9006,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9009,选,CJK UNIFIED IDEOGRAPH-9009,Lo,1190,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+900A,逊,CJK UNIFIED IDEOGRAPH-900A,Lo,5,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+900F,透,CJK UNIFIED IDEOGRAPH-900F,Lo,51,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9010,逐,CJK UNIFIED IDEOGRAPH-9010,Lo,97,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9012,递,CJK UNIFIED IDEOGRAPH-9012,Lo,5,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9014,途,CJK UNIFIED IDEOGRAPH-9014,Lo,61,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9017,逗,CJK UNIFIED IDEOGRAPH-9017,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+901A,通,CJK UNIFIED IDEOGRAPH-901A,Lo,1609,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+901B,逛,CJK UNIFIED IDEOGRAPH-901B,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+901D,逝,CJK UNIFIED IDEOGRAPH-901D,Lo,4,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+901E,逞,CJK UNIFIED IDEOGRAPH-901E,Lo,6,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+901F,速,CJK UNIFIED IDEOGRAPH-901F,Lo,595,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9020,造,CJK UNIFIED IDEOGRAPH-9020,Lo,356,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9022,逢,CJK UNIFIED IDEOGRAPH-9022,Lo,17,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+902E,逮,CJK UNIFIED IDEOGRAPH-902E,Lo,2,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+903B,逻,CJK UNIFIED IDEOGRAPH-903B,Lo,432,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+903C,逼,CJK UNIFIED IDEOGRAPH-903C,Lo,102,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9047,遇,CJK UNIFIED IDEOGRAPH-9047,Lo,78,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+904D,遍,CJK UNIFIED IDEOGRAPH-904D,Lo,47,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+904F,遏,CJK UNIFIED IDEOGRAPH-904F,Lo,4,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+9053,道,CJK UNIFIED IDEOGRAPH-9053,Lo,1818,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
