codepoint,character,unicode_name,category,occurrence_count,resource_classes,is_han,is_ascii,is_kana,is_punctuation,is_symbol,selector_requirement
U+88AD,袭,CJK UNIFIED IDEOGRAPH-88AD,Lo,530,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88C1,裁,CJK UNIFIED IDEOGRAPH-88C1,Lo,8,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88C2,裂,CJK UNIFIED IDEOGRAPH-88C2,Lo,11,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88C5,装,CJK UNIFIED IDEOGRAPH-88C5,Lo,4077,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88D4,裔,CJK UNIFIED IDEOGRAPH-88D4,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88D5,裕,CJK UNIFIED IDEOGRAPH-88D5,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88D9,裙,CJK UNIFIED IDEOGRAPH-88D9,Lo,4,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88E4,裤,CJK UNIFIED IDEOGRAPH-88E4,Lo,119,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88F8,裸,CJK UNIFIED IDEOGRAPH-88F8,Lo,143,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+88F9,裹,CJK UNIFIED IDEOGRAPH-88F9,Lo,22,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8910,褐,CJK UNIFIED IDEOGRAPH-8910,Lo,7,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+897F,西,CJK UNIFIED IDEOGRAPH-897F,Lo,1175,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8981,要,CJK UNIFIED IDEOGRAPH-8981,Lo,3942,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8986,覆,CJK UNIFIED IDEOGRAPH-8986,Lo,20,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89C1,见,CJK UNIFIED IDEOGRAPH-89C1,Lo,494,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89C2,观,CJK UNIFIED IDEOGRAPH-89C2,Lo,264,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89C4,规,CJK UNIFIED IDEOGRAPH-89C4,Lo,217,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89C6,视,CJK UNIFIED IDEOGRAPH-89C6,Lo,448,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89C8,览,CJK UNIFIED IDEOGRAPH-89C8,Lo,6,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89C9,觉,CJK UNIFIED IDEOGRAPH-89C9,Lo,568,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89D1,觑,CJK UNIFIED IDEOGRAPH-89D1,Lo,5,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89D2,角,CJK UNIFIED IDEOGRAPH-89D2,Lo,348,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89E3,解,CJK UNIFIED IDEOGRAPH-89E3,Lo,419,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+89E6,触,CJK UNIFIED IDEOGRAPH-89E6,Lo,215,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8A00,言,CJK UNIFIED IDEOGRAPH-8A00,Lo,284,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8A89,誉,CJK UNIFIED IDEOGRAPH-8A89,Lo,18,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8A93,誓,CJK UNIFIED IDEOGRAPH-8A93,Lo,3,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8B66,警,CJK UNIFIED IDEOGRAPH-8B66,Lo,1139,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BA1,计,CJK UNIFIED IDEOGRAPH-8BA1,Lo,1582,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BA2,订,CJK UNIFIED IDEOGRAPH-8BA2,Lo,3,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BA4,认,CJK UNIFIED IDEOGRAPH-8BA4,Lo,675,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BA8,讨,CJK UNIFIED IDEOGRAPH-8BA8,Lo,80,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BA9,让,CJK UNIFIED IDEOGRAPH-8BA9,Lo,1231,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BAA,讪,CJK UNIFIED IDEOGRAPH-8BAA,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BAD,训,CJK UNIFIED IDEOGRAPH-8BAD,Lo,210,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BAE,议,CJK UNIFIED IDEOGRAPH-8BAE,Lo,136,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BAF,讯,CJK UNIFIED IDEOGRAPH-8BAF,Lo,59,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BB0,记,CJK UNIFIED IDEOGRAPH-8BB0,Lo,1221,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BB2,讲,CJK UNIFIED IDEOGRAPH-8BB2,Lo,178,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BB6,讶,CJK UNIFIED IDEOGRAPH-8BB6,Lo,6,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BB8,许,CJK UNIFIED IDEOGRAPH-8BB8,Lo,410,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BBA,论,CJK UNIFIED IDEOGRAPH-8BBA,Lo,115,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BBD,讽,CJK UNIFIED IDEOGRAPH-8BBD,Lo,9,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BBE,设,CJK UNIFIED IDEOGRAPH-8BBE,Lo,2401,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BBF,访,CJK UNIFIED IDEOGRAPH-8BBF,Lo,44,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BC0,诀,CJK UNIFIED IDEOGRAPH-8BC0,Lo,8,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BC1,证,CJK UNIFIED IDEOGRAPH-8BC1,Lo,118,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BC4,评,CJK UNIFIED IDEOGRAPH-8BC4,Lo,44,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BC5,诅,CJK UNIFIED IDEOGRAPH-8BC5,Lo,77,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BC6,识,CJK UNIFIED IDEOGRAPH-8BC6,Lo,165,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BC9,诉,CJK UNIFIED IDEOGRAPH-8BC9,Lo,877,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BCA,诊,CJK UNIFIED IDEOGRAPH-8BCA,Lo,51,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BCD,词,CJK UNIFIED IDEOGRAPH-8BCD,Lo,281,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BD5,试,CJK UNIFIED IDEOGRAPH-8BD5,Lo,831,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BD7,诗,CJK UNIFIED IDEOGRAPH-8BD7,Lo,2,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BDA,诚,CJK UNIFIED IDEOGRAPH-8BDA,Lo,12,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BDD,话,CJK UNIFIED IDEOGRAPH-8BDD,Lo,876,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BDE,诞,CJK UNIFIED IDEOGRAPH-8BDE,Lo,43,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BE0,诠,CJK UNIFIED IDEOGRAPH-8BE0,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BE1,诡,CJK UNIFIED IDEOGRAPH-8BE1,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BE2,询,CJK UNIFIED IDEOGRAPH-8BE2,Lo,1,STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BE5,该,CJK UNIFIED IDEOGRAPH-8BE5,Lo,783,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BE6,详,CJK UNIFIED IDEOGRAPH-8BE6,Lo,148,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BE9,诩,CJK UNIFIED IDEOGRAPH-8BE9,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BED,语,CJK UNIFIED IDEOGRAPH-8BED,Lo,477,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BEF,误,CJK UNIFIED IDEOGRAPH-8BEF,Lo,355,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BF1,诱,CJK UNIFIED IDEOGRAPH-8BF1,Lo,93,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BF4,说,CJK UNIFIED IDEOGRAPH-8BF4,Lo,2130,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BF6,诶,CJK UNIFIED IDEOGRAPH-8BF6,Lo,54,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BF7,请,CJK UNIFIED IDEOGRAPH-8BF7,Lo,1903,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BF8,诸,CJK UNIFIED IDEOGRAPH-8BF8,Lo,5,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BFA,诺,CJK UNIFIED IDEOGRAPH-8BFA,Lo,90,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BFB,读,CJK UNIFIED IDEOGRAPH-8BFB,Lo,194,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8BFE,课,CJK UNIFIED IDEOGRAPH-8BFE,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C01,谁,CJK UNIFIED IDEOGRAPH-8C01,Lo,729,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C03,调,CJK UNIFIED IDEOGRAPH-8C03,Lo,267,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C05,谅,CJK UNIFIED IDEOGRAPH-8C05,Lo,8,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C08,谈,CJK UNIFIED IDEOGRAPH-8C08,Lo,39,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C0A,谊,CJK UNIFIED IDEOGRAPH-8C0A,Lo,8,LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C0B,谋,CJK UNIFIED IDEOGRAPH-8C0B,Lo,9,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C0D,谍,CJK UNIFIED IDEOGRAPH-8C0D,Lo,57,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C0E,谎,CJK UNIFIED IDEOGRAPH-8C0E,Lo,13,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C13,谓,CJK UNIFIED IDEOGRAPH-8C13,Lo,47,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C1A,谚,CJK UNIFIED IDEOGRAPH-8C1A,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C1C,谜,CJK UNIFIED IDEOGRAPH-8C1C,Lo,6,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C22,谢,CJK UNIFIED IDEOGRAPH-8C22,Lo,325,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C23,谣,CJK UNIFIED IDEOGRAPH-8C23,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C26,谦,CJK UNIFIED IDEOGRAPH-8C26,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C28,谨,CJK UNIFIED IDEOGRAPH-8C28,Lo,16,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C2C,谬,CJK UNIFIED IDEOGRAPH-8C2C,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C31,谱,CJK UNIFIED IDEOGRAPH-8C31,Lo,66,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C34,谴,CJK UNIFIED IDEOGRAPH-8C34,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C37,谷,CJK UNIFIED IDEOGRAPH-8C37,Lo,28,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C46,豆,CJK UNIFIED IDEOGRAPH-8C46,Lo,10,BRIEFING_NBE | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C61,象,CJK UNIFIED IDEOGRAPH-8C61,Lo,153,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C6A,豪,CJK UNIFIED IDEOGRAPH-8C6A,Lo,7,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C6B,豫,CJK UNIFIED IDEOGRAPH-8C6B,Lo,10,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8C7A,豺,CJK UNIFIED IDEOGRAPH-8C7A,Lo,4,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D1D,贝,CJK UNIFIED IDEOGRAPH-8D1D,Lo,75,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D1E,贞,CJK UNIFIED IDEOGRAPH-8D1E,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D1F,负,CJK UNIFIED IDEOGRAPH-8D1F,Lo,268,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D21,贡,CJK UNIFIED IDEOGRAPH-8D21,Lo,5,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D22,财,CJK UNIFIED IDEOGRAPH-8D22,Lo,4,BRIEFING_NBE | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D23,责,CJK UNIFIED IDEOGRAPH-8D23,Lo,108,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D24,贤,CJK UNIFIED IDEOGRAPH-8D24,Lo,25,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D25,败,CJK UNIFIED IDEOGRAPH-8D25,Lo,800,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D26,账,CJK UNIFIED IDEOGRAPH-8D26,Lo,55,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D27,货,CJK UNIFIED IDEOGRAPH-8D27,Lo,115,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D28,质,CJK UNIFIED IDEOGRAPH-8D28,Lo,40,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D29,贩,CJK UNIFIED IDEOGRAPH-8D29,Lo,5,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D2B,贫,CJK UNIFIED IDEOGRAPH-8D2B,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D2C,贬,CJK UNIFIED IDEOGRAPH-8D2C,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D2D,购,CJK UNIFIED IDEOGRAPH-8D2D,Lo,3,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D2F,贯,CJK UNIFIED IDEOGRAPH-8D2F,Lo,58,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D34,贴,CJK UNIFIED IDEOGRAPH-8D34,Lo,38,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D35,贵,CJK UNIFIED IDEOGRAPH-8D35,Lo,17,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D38,贸,CJK UNIFIED IDEOGRAPH-8D38,Lo,3,BRIEFING_NBE | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D39,费,CJK UNIFIED IDEOGRAPH-8D39,Lo,81,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D3A,贺,CJK UNIFIED IDEOGRAPH-8D3A,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D3C,贼,CJK UNIFIED IDEOGRAPH-8D3C,Lo,8,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D44,资,CJK UNIFIED IDEOGRAPH-8D44,Lo,368,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D4B,赋,CJK UNIFIED IDEOGRAPH-8D4B,Lo,17,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D4C,赌,CJK UNIFIED IDEOGRAPH-8D4C,Lo,14,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D4E,赎,CJK UNIFIED IDEOGRAPH-8D4E,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D4F,赏,CJK UNIFIED IDEOGRAPH-8D4F,Lo,3,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D50,赐,CJK UNIFIED IDEOGRAPH-8D50,Lo,10,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+8D56,赖,CJK UNIFIED IDEOGRAPH-8D56,Lo,55,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
